PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,SmallFamily,LargeFamily,HasCabin,TicketPrefix,HasTicketPrefix,FarePerPerson,IsChild,IsAdult,IsElderly,NameLength,AgeGroup,FareBin,FarePerPersonBin,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,Survived
843,1,0,30.0,0,0,31.0,1,1,0,0,0,None,0,31.0,0,1,0,23,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
844,3,1,34.5,0,0,6.4375,1,1,0,0,0,None,0,6.4375,0,1,0,26,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
845,3,1,17.0,0,0,8.6625,1,1,0,0,0,None,0,8.6625,0,1,0,19,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
846,3,1,42.0,0,0,7.55,1,1,0,0,0,C,1,7.55,0,1,0,19,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
847,3,1,25.0,8,2,69.55,11,0,0,1,0,CA,1,6.322727272727272,0,1,0,24,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
848,3,1,35.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,18,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
849,2,1,28.0,0,1,33.0,2,0,1,0,0,None,0,16.5,0,1,0,17,2,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
850,1,0,36.0,1,0,89.1042,2,0,1,0,1,None,0,44.5521,0,1,0,44,3,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
851,3,1,4.0,4,2,31.275,7,0,0,1,0,None,0,4.4678571428571425,1,0,0,39,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
852,3,1,74.0,0,0,7.775,1,1,0,0,0,None,0,7.775,0,0,1,19,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
853,3,0,9.0,1,1,15.2458,3,0,1,0,0,None,0,5.081933333333333,1,0,0,23,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
854,1,0,16.0,0,1,39.4,2,0,1,0,1,PC,1,19.7,0,1,0,25,1,3,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
855,2,0,44.0,1,0,26.0,2,0,1,0,0,None,0,13.0,0,1,0,45,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
856,3,0,18.0,0,1,9.35,2,0,1,0,0,None,0,4.675,0,1,0,26,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
857,1,0,45.0,1,1,164.8667,3,0,1,0,0,None,0,54.95556666666667,0,1,0,42,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
858,1,1,51.0,0,0,26.55,1,1,0,0,1,None,0,26.55,0,1,0,22,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
859,3,0,24.0,0,3,19.2583,4,0,1,0,0,None,0,4.814575,0,1,0,37,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
860,3,1,25.0,0,0,7.2292,1,1,0,0,0,None,0,7.2292,0,1,0,16,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
861,3,1,41.0,2,0,14.1083,3,0,1,0,0,None,0,4.702766666666666,0,1,0,23,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
862,2,1,21.0,1,0,11.5,2,0,1,0,0,None,0,5.75,0,1,0,27,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
863,1,0,48.0,0,0,25.9292,1,1,0,0,1,None,0,25.9292,0,1,0,51,3,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
864,3,0,22.0,8,2,69.55,11,0,0,1,0,CA,1,6.322727272727272,0,1,0,33,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
865,2,1,24.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,22,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
866,2,0,42.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,24,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
867,2,0,27.0,1,0,13.8583,2,0,1,0,0,SC,1,6.92915,0,1,0,28,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
868,1,1,31.0,0,0,50.4958,1,1,0,0,1,PC,1,50.4958,0,1,0,36,2,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
869,3,1,25.0,0,0,9.5,1,1,0,0,0,None,0,9.5,0,1,0,27,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
870,3,1,4.0,1,1,11.1333,3,0,1,0,0,None,0,3.7111,1,0,0,31,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
871,3,1,26.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,17,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
872,1,0,47.0,1,1,52.5542,3,0,1,0,1,None,0,17.518066666666666,0,1,0,48,3,4,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
873,1,1,33.0,0,0,5.0,1,1,0,0,1,None,0,5.0,0,1,0,24,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
874,3,1,47.0,0,0,9.0,1,1,0,0,0,None,0,9.0,0,1,0,27,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
875,2,0,28.0,1,0,24.0,2,0,1,0,0,P,1,12.0,0,1,0,37,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
876,3,0,15.0,0,0,7.225,1,1,0,0,0,None,0,7.225,1,0,0,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
877,3,1,20.0,0,0,9.8458,1,1,0,0,0,None,0,9.8458,0,1,0,29,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
878,3,1,19.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,20,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
879,3,1,25.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,18,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
880,1,0,56.0,0,1,83.1583,2,0,1,0,1,None,0,41.57915,0,1,0,45,3,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
881,2,0,25.0,0,1,26.0,2,0,1,0,0,None,0,13.0,0,1,0,44,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
882,3,1,33.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,18,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
883,3,0,22.0,0,0,10.5167,1,1,0,0,0,None,0,10.5167,0,1,0,28,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
884,2,1,28.0,0,0,10.5,1,1,0,0,0,C,1,10.5,0,1,0,29,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
885,3,1,25.0,0,0,7.05,1,1,0,0,0,SOTON,1,7.05,0,1,0,22,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
886,3,0,39.0,0,5,29.125,6,0,0,1,0,None,0,4.854166666666667,0,1,0,36,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
887,2,1,27.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,21,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
888,1,0,19.0,0,0,30.0,1,1,0,0,1,None,0,30.0,0,1,0,28,2,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
889,3,0,22.0,1,2,23.45,4,0,1,0,0,W,1,5.8625,0,1,0,40,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
890,1,1,26.0,0,0,30.0,1,1,0,0,1,None,0,30.0,0,1,0,21,2,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
891,3,1,32.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,19,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
